Name,Position,Chromosome,Year,First author,Title,DOI
rs2283228,2849530,11,08.09.2010 00:00,Sara L Pulit,Multiethnic Genetic Association Studies Improve Power for Locus Discovery,10.1371/journal.pone.0012600
rs7117111,107917087,11,26.01.2007 00:00,Ping An,Polymorphisms of CUL5 Are Associated with CD4+ T Cell Loss in HIV-1 Infected Individuals,10.1371/journal.pgen.0030019
rs2070894,111780837,11,07.09.2011 00:00,Da-Tian Bau,"Association of Alpha B-Crystallin Genotypes with Oral Cancer Susceptibility, Survival, and Recurrence in Taiwan",10.1371/journal.pone.0016374
rs1545086,113080092,11,22.04.2009 00:00,Minjie Luo,Genetic Structures of Copy Number Variants Revealed by Genotyping Single Sperm,10.1371/journal.pone.0005236
rs1800497,113270828,11,12.05.2011 00:00,Francina Fonseca,"Contribution of Cytochrome P450 and ABCB1 Genetic Variability on Methadone Pharmacokinetics, Dose Requirements, and Response",10.1371/journal.pone.0019527
rs6277,113283459,11,22.02.2010 00:00,Alessandro Bertolino,Genetically Determined Measures of Striatal D2 Signaling Predict Prefrontal Activity during Working Memory Performance,10.1371/journal.pone.0009348
rs6277,113283459,11,21.04.2011 00:00,Quentin J M Huys,"Disentangling the Roles of Approach, Activation and Valence in Instrumental and Pavlovian Responding",10.1371/journal.pcbi.1002028
rs964184,116648917,11,13.10.2011 00:00,Christy L Avery,"A Phenomics-Based Strategy Identifies Loci on APOC1, BRAP, and PLCG1 Associated with Metabolic Syndrome Phenotype Domains",10.1371/journal.pgen.1002322
rs2854117,116700142,11,24.01.2006 00:00,Andrea S Foulkes,"Associations among Race/Ethnicity, ApoC-III Genotypes, and Lipids in HIV-1-Infected Individuals on Antiretroviral Therapy",10.1371/journal.pmed.0030052
rs498889,117459662,11,28.05.2008 00:00,Alienke J Monsuur,Effective Detection of Human Leukocyte Antigen Risk Alleles in Celiac Disease Using Tag Single Nucleotide Polymorphisms,10.1371/journal.pone.0002270
rs2508450,117863829,11,26.03.2008 00:00,Branwen J Hennig,Host Genetic Factors and Vaccine-Induced Immunity to Hepatitis B Virus Infection,10.1371/journal.pone.0001898
rs3764021,9833628,12,06.05.2008 00:00,Eric E Schadt,Mapping the Genetic Architecture of Gene Expression in Human Liver,10.1371/journal.pbio.0060107
rs797172,10864204,12,18.12.2008 00:00,Cedrick D Dotson,Bitter Taste Receptors Influence Glucose Homeostasis,10.1371/journal.pone.0003974
rs3829310,21292056,12,01.11.2010 00:00,Wenjun Ni,Flavopiridol Pharmacogenetics: Clinical and Functional Evidence for the Role of SLCO1B1/OATP1B1 in Flavopiridol Disposition,10.1371/journal.pone.0013792
rs2306283,21329738,12,13.10.2011 00:00,Rima Kaddurah-Daouk,Enteric Microbiome Metabolites Correlate with Response to Simvastatin Treatment,10.1371/journal.pone.0025482
rs11045819,21329813,12,04.05.2011 00:00,Bamidele O Tayo,Genetic Background of Patients from a University Medical Center in Manhattan: Implications for Personalized Medicine,10.1371/journal.pone.0019166
rs1358337,80288385,7,16.06.2010 00:00,Maria Rosário Sambo,Transforming Growth Factor Beta 2 and Heme Oxygenase 1 Genes Are Risk Factors for the Cerebral Malaria Syndrome in Angolan Children,10.1371/journal.pone.0011141
rs447,83772415,7,10.07.2009 00:00,Weihua Zeng,Specific Loss of Histone H3 Lysine 9 Trimethylation and HP1γ/Cohesin Binding at D4Z4 Repeats Is Associated with Facioscapulohumeral Dystrophy (FSHD),10.1371/journal.pgen.1000559
rs447,83772415,7,22.04.2011 00:00,Deanna C Tremblay,"Variation in Array Size, Monomer Composition and Expression of the Macrosatellite DXZ4",10.1371/journal.pone.0018969
rs6465084,86403475,7,11.10.2011 00:00,Yuki Kawakubo,Effects of Metabotropic Glutamate Receptor 3 Genotype on Phonetic Mismatch Negativity,10.1371/journal.pone.0024929
rs1045642,87138645,7,07.10.2011 00:00,Daniela Caronia,Effect of ABCB1 and ABCC3 Polymorphisms on Osteosarcoma Survival after Chemotherapy: A Pharmacogenetic Study,10.1371/journal.pone.0026091
rs10280101,87153585,7,02.04.2008 00:00,Eric J Peters,Pharmacokinetic Genes Do Not Influence Response or Tolerance to Citalopram in the STAR*D Sample,10.1371/journal.pone.0001872
rs10499903,90859617,7,04.08.2011 00:00,Maja Barbalic,Genome-Wide Association Analysis of Incident Coronary Heart Disease (CHD) in African Americans: A Short Report,10.1371/journal.pgen.1002199
rs7,91779557,7,30.03.2010 00:00,Aymery Constant,Protecting Vulnerable Road Users from Injury,10.1371/journal.pmed.1000228
rs7,91779557,7,01.10.2008 00:00,Tamar R van Raalten,Practice Induces Function-Specific Changes in Brain Activity,10.1371/journal.pone.0003270
rs7,91779557,7,15.09.2011 00:00,Sudeep Kumar,Molecular Mining of Alleles in Water Buffalo Bubalus bubalis and Characterization of the TSPY1 and COL6A1 Genes,10.1371/journal.pone.0024958
rs5,91839110,7,09.12.2010 00:00,Richard Reeve,Sequence-Based Prediction for Vaccine Strain Selection and Identification of Antigenic Variability in Foot-and-Mouth Disease Virus,10.1371/journal.pcbi.1001027
rs5,91839110,7,24.08.2010 00:00,Nadezhda Tikhmyanova,Dcas Supports Cell Polarization and Cell-Cell Adhesion Complexes in Development,10.1371/journal.pone.0012369
rs5,91839110,7,30.11.2010 00:00,Lisa A Meadows,Neighbourhood Continuity Is Not Required for Correct Testis Gene Expression in Drosophila,10.1371/journal.pbio.1000552
rs5,91839110,7,23.04.2008 00:00,Michael J Bryan,Evidence for the Intense Exchange of MazG in Marine Cyanophages by Horizontal Gene Transfer,10.1371/journal.pone.0002048
rs5,91839110,7,04.08.2010 00:00,Joan McIntyre Caron,Methyl Sulfone Induces Loss of Metastatic Properties and Reemergence of Normal Phenotypes in a Metastatic Cloudman S-91 (M3) Murine Melanoma Cell Line,10.1371/journal.pone.0011788
rs5,91839110,7,14.05.2008 00:00,Jae Myoung Suh,An RGS-Containing Sorting Nexin Controls Drosophila Lifespan,10.1371/journal.pone.0002152
rs5,91839110,7,12.09.2011 00:00,Reza Saberianfar,Global Gene Expression Analysis of Fission Yeast Mutants Impaired in Ser-2 Phosphorylation of the RNA Pol II Carboxy Terminal Domain,10.1371/journal.pone.0024694
rs5,91839110,7,22.06.2007 00:00,André P Mäurer,Gene Expression Profiles of Chlamydophila pneumoniae during the Developmental Cycle and Iron Depletion–Mediated Persistence,10.1371/journal.ppat.0030083
rs10,92383888,7,18.06.2008 00:00,Els Pattyn,HyperISGylation of Old World Monkey ISG15 in Human Cells,10.1371/journal.pone.0002427
rs411717,94033031,7,03.02.2010 00:00,Kelli K Ryckman,Maternal and Fetal Genetic Associations of PTGER3 and PON1 with Preterm Birth,10.1371/journal.pone.0009040
rs662,94937446,7,27.08.2009 00:00,Rakesh S Birjmohun,Both Paraoxonase-1 Genotype and Activity Do Not Predict the Risk of Future Coronary Artery Disease; the EPIC-Norfolk Prospective Population Study,10.1371/journal.pone.0006809
rs662,94937446,7,24.05.2011 00:00,Nidhi Gupta,"Paraoxonase 1 (PON1) Polymorphisms, Haplotypes and Activity in Predicting CAD Risk in North-West Indian Punjabis",10.1371/journal.pone.0017805
rs1344706,185778428,2,01.09.2009 00:00,Xiangning Chen,Apoptotic Engulfment Pathway and Schizophrenia,10.1371/journal.pone.0006875
rs3771300,191835596,2,23.05.2011 00:00,Fengbo Zhang,Interleukin-22 Suppresses the Growth of A498 Renal Cell Carcinoma Cells via Regulation of STAT1 Pathway,10.1371/journal.pone.0020382
rs1547550,191845725,2,30.05.2008 00:00,Kimberly E Taylor,Specificity of the STAT4 Genetic Association for Severe Disease Manifestations of Systemic Lupus Erythematosus,10.1371/journal.pgen.1000084
rs13029532,191875901,2,15.09.2009 00:00,Sara Karami,Analysis of SNPs and Haplotypes in Vitamin D Pathway Genes and Renal Cancer Risk,10.1371/journal.pone.0007013
rs925847,191897540,2,29.04.2010 00:00,Jürgen Glas,Evidence for STAT4 as a Common Autoimmune Gene: rs7574865 Is Associated with Colonic Crohn's Disease and Early Disease Onset,10.1371/journal.pone.0010373
rs10181656,191969879,2,10.05.2010 00:00,Mai Tuyet Vuong,Genetic Risk Factors in Lupus Nephritis and IgA Nephropathy – No Support of an Overlap,10.1371/journal.pone.0010559
rs7595412,198962243,2,08.09.2008 00:00,Yao-Zhong Liu,Identification of PLCL1 Gene for Hip Bone Size Variation in Females in a Genome-Wide Association Study,10.1371/journal.pone.0003160
rs1407995,95096013,13,05.03.2010 00:00,Melissa Edwards,Association of the OCA2 Polymorphism His615Arg with Melanin Content in East Asian Populations: Further Evidence of Convergent Evolution of Skin Pigmentation,10.1371/journal.pgen.1000867
rs56398830,103701690,13,13.10.2009 00:00,Olga Renner,A Variant of the SLC10A2 Gene Encoding the Apical Sodium-Dependent Bile Acid Transporter Is a Risk Factor for Gallstone Disease,10.1371/journal.pone.0007321
rs25678,37442632,21,27.03.2009 00:00,Yingying Zhang,DNA Methylation Analysis of Chromosome 21 Gene Promoters at Single Base Pair and Single Allele Resolution,10.1371/journal.pgen.1000438
rs2070995,39086965,21,16.09.2009 00:00,Daisuke Nishizawa,Association between KCNJ6 (GIRK2) Gene Polymorphisms and Postoperative Analgesic Requirements after Major Abdominal Surgery,10.1371/journal.pone.0007060
rs2250341,41260194,21,20.04.2007 00:00,Jeffrey M Kidd,Population Stratification of a Common APOBEC Gene Deletion Polymorphism,10.1371/journal.pgen.0030063
rs8130833,41478755,21,10.06.2009 00:00,Macy M S Heung,Placenta-Derived Fetal Specific mRNA Is More Readily Detectable in Maternal Plasma than in Whole Blood,10.1371/journal.pone.0005858
rs220271,42363322,21,14.10.2011 00:00,Xu Wang,Genome-Wide Linkage Scan of a Pedigree with Familial Hypercholesterolemia Suggests Susceptibility Loci on Chromosomes 3q25-26 and 21q22,10.1371/journal.pone.0024838
rs234712,43360522,21,19.10.2011 00:00,Todd M Gibson,Comprehensive Evaluation of One-Carbon Metabolism Pathway Gene Variants and Renal Cell Cancer Risk,10.1371/journal.pone.0026165
rs9306160,43931990,21,30.11.2007 00:00,Nigel P S Crawford,"Rrp1b, a New Candidate Susceptibility Gene for Breast Cancer Progression and Metastasis",10.1371/journal.pgen.0030214
rs7435,44228766,21,28.07.2011 00:00,Rozenn N Lemaitre,Genetic Loci Associated with Plasma Phospholipid n-3 Fatty Acids: A Meta-Analysis of Genome-Wide Association Studies from the CHARGE Consortium,10.1371/journal.pgen.1002193
rs762421,44439989,21,07.07.2011 00:00,Joseph C Maranville,Interactions between Glucocorticoid Treatment and Cis-Regulatory Polymorphisms Contribute to Cellular Response Phenotypes,10.1371/journal.pgen.1002162
rs7354779,44495198,21,25.06.2010 00:00,Paul Haggarty,Human Intelligence and Polymorphisms in the DNA Methyltransferase Genes Involved in Epigenetic Marking,10.1371/journal.pone.0011329
rs3788157,45335136,21,14.12.2009 00:00,Paola Sebastiani,RNA Editing Genes Associated with Extreme Old Age in Humans and with Lifespan in C. elegans,10.1371/journal.pone.0008210
rs1805794,91059655,8,25.05.2011 00:00,Ming Yin,Polymorphisms of Homologous Recombination Genes and Clinical Outcomes of Non-Small Cell Lung Cancer Patients Treated with Definitive Radiotherapy,10.1371/journal.pone.0020055
rs1805794,91059655,8,21.10.2010 00:00,Ann Demogines,Ancient and Recent Adaptive Evolution of Primate Non-Homologous End Joining Genes,10.1371/journal.pgen.1001169
rs894151,96307584,8,05.10.2011 00:00,Jie Hu,Genetic Variations in Plasma Circulating DNA of HBV-Related Hepatocellular Carcinoma Patients Predict Recurrence after Liver Transplantation,10.1371/journal.pone.0026003
rs16896059,98725113,8,08.03.2011 00:00,Xianqiang Liu,Identification of Novel Variants of Metadherin in Breast Cancer,10.1371/journal.pone.0017582
rs807541,24667260,6,27.03.2009 00:00,Megan Y Dennis,A Common Variant Associated with Dyslexia Reduces Expression of the KIAA0319 Gene,10.1371/journal.pgen.1000436
rs1800562,26201120,6,02.09.2011 00:00,Jing Zhao,Ranking Candidate Disease Genes from Gene Expression and Protein Interaction: A Katz-Centrality Based Approach,10.1371/journal.pone.0024306
rs11752919,28511582,6,24.12.2009 00:00,Marina Sirota,Autoimmune Disease Classification by Inverse Association with SNP Alleles,10.1371/journal.pgen.1000792
rs1536215,28975894,6,23.10.2009 00:00,Lisa F Barcellos,High-Density SNP Screening of the Major Histocompatibility Complex in Systemic Lupus Erythematosus Demonstrates Strong Evidence for Independent Susceptibility Regions,10.1371/journal.pgen.1000696
rs2267633,29678820,6,20.01.2011 00:00,Yan Li,Identification of Genes with Allelic Imbalance on 6p Associated with Nasopharyngeal Carcinoma in Southern Chinese,10.1371/journal.pone.0014562
rs2267633,29678820,6,18.09.2009 00:00,Ming D Li,Association and Interaction Analyses of GABBR1 and GABBR2 with Nicotine Dependence in European- and African-American Populations,10.1371/journal.pone.0007055
rs2256266,29740297,6,25.06.2010 00:00,Bruce A C Cree,A Major Histocompatibility Class I Locus Contributes to Multiple Sclerosis Susceptibility Independently from HLA-DRB1*15:01,10.1371/journal.pone.0011296
rs2857766,29741982,6,26.10.2010 00:00,Judith Field,A Polymorphism in the HLA-DPB1 Gene Is Associated with Susceptibility to Multiple Sclerosis,10.1371/journal.pone.0013454
rs9261129,30087558,6,04.11.2008 00:00,Gabriel Catano,"HIV-1 Disease-Influencing Effects Associated with ZNRD1, HCP5 and HLA-C Alleles Are Attributable Mainly to Either HLA-A10 or HLA-B*57 Alleles",10.1371/journal.pone.0003636
rs9261174,30104834,6,14.10.2010 00:00,Jacques Fellay,Host Genetics and HIV-1: The Final Phase?,10.1371/journal.ppat.1001033
rs9804190,61509837,10,30.06.2011 00:00,Erin N Smith,Genome-Wide Association of Bipolar Disorder Suggests an Enrichment of Replicable Associations in Regions near Genes,10.1371/journal.pgen.1002134
rs10994336,61849818,10,31.01.2011 00:00,Gaia Ruberto,The Cognitive Impact of the ANK3 Risk Variant for Bipolar Disorder: Initial Evidence of Selectivity to Signal Detection during Sustained Attention,10.1371/journal.pone.0016671
rs4147233,63652674,10,03.06.2011 00:00,Chikashi Terao,Myelin Basic Protein as a Novel Genetic Risk Factor in Rheumatoid Arthritis—A Genome-Wide Study Combined with Immunological Analyses,10.1371/journal.pone.0020457
rs224136,64140681,10,26.02.2010 00:00,Martin Storr,The Cannabinoid 1 Receptor (CNR1) 1359 G/A Polymorphism Modulates Susceptibility to Ulcerative Colitis and the Phenotype in Crohn's Disease,10.1371/journal.pone.0009453
rs224136,64140681,10,29.04.2011 00:00,Jürgen Glas,CEACAM6 Gene Variants in Inflammatory Bowel Disease,10.1371/journal.pone.0019319
rs10823406,70982029,10,07.05.2008 00:00,Stéphane Cauchi,Post Genome-Wide Association Studies of Novel Genes Associated with Type 2 Diabetes Show Gene-Gene Interaction and High Predictive Value,10.1371/journal.pone.0002031
rs12411657,71226316,10,05.02.2010 00:00,Neil V Morgan,"Mutations in SLC29A3, Encoding an Equilibrative Nucleoside Transporter ENT3, Cause a Familial Histiocytosis Syndrome (Faisalabad Histiocytosis) and Familial Rosai-Dorfman Disease",10.1371/journal.pgen.1000833
rs3024660,27278659,16,14.08.2009 00:00,Seyoung Kim,Statistical Estimation of Correlated Genome Associations to a Quantitative Trait Network,10.1371/journal.pgen.1000587
rs3024676,27281059,16,28.02.2011 00:00,Tesfaye M Baye,Differences in Candidate Gene Association between European Ancestry and African American Asthmatic Children,10.1371/journal.pone.0016522
rs1805015,27281681,16,03.08.2011 00:00,Meilin Wang,"Associations of IL-4, IL-4R, and IL-13 Gene Polymorphisms in Coal Workers' Pneumoconiosis in China: A Case-Control Study",10.1371/journal.pone.0022624
rs1801275,27281901,16,17.10.2007 00:00,Matthew J Loza,Assembly of Inflammation-Related Genes for Pathway-Focused Genetic Analysis,10.1371/journal.pone.0001035
rs9282861,28525015,16,16.03.2009 00:00,Richard A Mushlin,Clique-Finding for Heterogeneity and Multidimensionality in Biomarker Epidemiology Research: The CHAMBER Algorithm,10.1371/journal.pone.0004862
rs9922666,29606126,16,26.02.2009 00:00,Ravinesh A Kumar,Association and Mutation Analyses of 16p11.2 Autism Candidate Genes,10.1371/journal.pone.0004582
rs7294,31009822,16,13.12.2010 00:00,Dana C Crawford,VKORC1 Common Variation and Bone Mineral Density in the Third National Health and Nutrition Examination Survey,10.1371/journal.pone.0015088
rs7294,31009822,16,17.02.2009 00:00,Ninette Amariglio,Donor-Derived Brain Tumor Following Neural Stem Cell Transplantation in an Ataxia Telangiectasia Patient,10.1371/journal.pmed.1000029
rs7294,31009822,16,13.12.2010 00:00,Ramasamy Saminathan,VKORC1 Pharmacogenetics and Pharmacoproteomics in Patients on Warfarin Anticoagulant Therapy: Transthyretin Precursor as a Potential Biomarker,10.1371/journal.pone.0015064
rs7294,31009822,16,16.02.2011 00:00,Sérgio D J Pena,The Genomic Ancestry of Individuals from Different Geographical Regions of Brazil Is More Uniform Than Expected,10.1371/journal.pone.0017063
rs2359612,31011297,16,20.03.2009 00:00,Fumihiko Takeuchi,"A Genome-Wide Association Study Confirms VKORC1, CYP2C9, and CYP4F2 as Principal Genetic Determinants of Warfarin Dose",10.1371/journal.pgen.1000433
rs9934438,31012379,16,18.06.2010 00:00,Zoraida Verde,"A Novel, Single Algorithm Approach to Predict Acenocoumarol Dose Based on CYP2C9 and VKORC1 Allele Variants",10.1371/journal.pone.0011210
rs1143679,31184312,16,02.12.2010 00:00,Tiina M Järvinen,Polymorphisms of the ITGAM Gene Confer Higher Risk of Discoid Cutaneous Than of Systemic Lupus Erythematosus,10.1371/journal.pone.0014212
rs11150614,31273517,16,07.12.2009 00:00,Anna Hellquist,Identification of MAMDC1 as a Candidate Susceptibility Gene for Systemic Lupus Erythematosus (SLE),10.1371/journal.pone.0008037
rs4785224,49287947,16,01.07.2010 00:00,Sunny H Wong,Leprosy and the Adaptation of Human Toll-Like Receptor 1,10.1371/journal.ppat.1000979
rs17221417,49297083,16,18.06.2008 00:00,Kari Hemminki,The ‘Common Disease-Common Variant’ Hypothesis and Familial Risks,10.1371/journal.pone.0002504
rs2066842,49302125,16,20.05.2011 00:00,Chris Juul Hedegaard,Variation in NOD2 Augments Th2- and Th17 Responses to Myelin Basic Protein in Multiple Sclerosis,10.1371/journal.pone.0020253
rs2066843,49302700,16,30.12.2010 00:00,Jürgen Glas,The NOD2 Single Nucleotide Polymorphisms rs2066843 and rs2076756 Are Novel and Common Crohn's Disease Susceptibility Gene Variants,10.1371/journal.pone.0014466
rs2066844,49303427,16,23.09.2010 00:00,Isabelle Cleynen,Molecular Reclassification of Crohn's Disease by Cluster Analysis of Genetic Variants,10.1371/journal.pone.0012952
rs2066844,49303427,16,05.09.2007 00:00,Jürgen Glas,"rs1004819 Is the Main Disease-Associated IL23R Variant in German Crohn's Disease Patients: Combined Analysis of IL23R, CARD15, and OCTN1/2 Variants",10.1371/journal.pone.0000819
rs2066844,49303427,16,02.04.2008 00:00,Bas B van Rijn,"Maternal TLR4 and NOD2 Gene Variants, Pro-Inflammatory Phenotype and Susceptibility to Early-Onset Preeclampsia and HELLP Syndrome",10.1371/journal.pone.0001865
rs2066845,49314041,16,06.05.2011 00:00,Florian Rieder,Characterization of Changes in Serum Anti-Glycan Antibodies in Crohn's Disease – a Longitudinal Analysis,10.1371/journal.pone.0018172
rs3803662,51143842,16,14.07.2011 00:00,Juliane Winkelmann,Genome-Wide Association Study Identifies Novel Restless Legs Syndrome Susceptibility Loci on 2p14 and 16q12.1,10.1371/journal.pgen.1002171
rs2302677,52240450,16,12.08.2011 00:00,Abigail T Fahim,Allelic Heterogeneity and Genetic Modifier Loci Contribute to Clinical Variation in Males with X-Linked Retinitis Pigmentosa Due to RPGR Mutations,10.1371/journal.pone.0023021
rs13334933,52353137,16,28.04.2010 00:00,Ge Zhang,Common SNPs in FTO Gene Are Associated with Obesity Related Anthropometric Traits in an Island Population from the Eastern Adriatic Coast of Croatia,10.1371/journal.pone.0010375
rs9930333,52357478,16,12.03.2008 00:00,Struan F A Grant,Association Analysis of the FTO Gene with Obesity in Children of Caucasian and African Ancestry Reveals a Common Tagging SNP,10.1371/journal.pone.0001746
rs1421085,52358455,16,20.05.2010 00:00,Jan Bressler,Risk of Type 2 Diabetes and Obesity Is Differentially Associated with Variation in FTO in Whites and African-Americans in the ARIC Study,10.1371/journal.pone.0010521
rs1421085,52358455,16,20.07.2007 00:00,Angelo Scuteri,Genome-Wide Association Scan Shows Genetic Variants in the FTO Gene Are Associated with Obesity-Related Traits,10.1371/journal.pgen.0030115
rs1421085,52358455,16,27.05.2011 00:00,Josefin A Jacobsson,Detailed Analysis of Variants in FTO in Association with Body Composition in a Cohort of 70-Year-Olds Suggests a Weakened Effect among Elderly,10.1371/journal.pone.0020158
rs1121980,52366748,16,31.08.2010 00:00,Shengxu Li,"Physical Activity Attenuates the Genetic Predisposition to Obesity in 20,000 Men and Women from EPIC-Norfolk Prospective Population Study",10.1371/journal.pmed.1000332
rs3751812,52375961,16,22.05.2009 00:00,Ching-Yu Cheng,"Admixture Mapping of 15,280 African Americans Identifies Obesity Susceptibility Loci on Chromosomes 5 and X",10.1371/journal.pgen.1000490
rs9939609,52378028,16,05.01.2011 00:00,Esther Zimmermann,Influences of the Common FTO rs9939609 Variant on Inflammatory Markers Throughout a Broad Range of Body Mass Index,10.1371/journal.pone.0015958
rs9939609,52378028,16,08.02.2011 00:00,Galina Lurie,The Obesity-Associated Polymorphisms FTO rs9939609 and MC4R rs17782313 and Endometrial Cancer Risk in Non-Hispanic White Women,10.1371/journal.pone.0016756
rs9939609,52378028,16,13.08.2008 00:00,Sofia I I Kring,FTO Gene Associated Fatness in Relation to Body Fat Distribution and Metabolic Traits throughout a Broad Range of Fatness,10.1371/journal.pone.0002958
rs9939609,52378028,16,17.02.2011 00:00,Ulla Sovio,Association between Common Variation at the FTO Locus and Changes in Body Mass Index from Infancy to Late Childhood: The Complex Nature of Genetic Association through Growth and Development,10.1371/journal.pgen.1001307
rs9939609,52378028,16,13.02.2009 00:00,Esther Zimmermann,Fatness-Associated FTO Gene Variant Increases Mortality Independent of Fatness – in Cohorts of Danish Men,10.1371/journal.pone.0004428
rs9939609,52378028,16,19.10.2010 00:00,Sarah J Lewis,Associations between an Obesity Related Genetic Variant (FTO rs9939609) and Prostate Cancer Risk,10.1371/journal.pone.0013485
rs1801279,18301984,8,06.04.2011 00:00,Audrey Sabbagh,Arylamine N-Acetyltransferase 2 (NAT2) Genetic Diversity and Traditional Subsistence: A Worldwide Population Survey,10.1371/journal.pone.0018507
rs1041983,18302075,8,06.04.2011 00:00,Audrey Sabbagh,Arylamine N-Acetyltransferase 2 (NAT2) Genetic Diversity and Traditional Subsistence: A Worldwide Population Survey,10.1371/journal.pone.0018507
rs1801279,18301984,8,05.09.2008 00:00,Francesca Luca,Multiple Advantageous Amino Acid Variants in the NAT2 Gene in Human Populations,10.1371/journal.pone.0003136
rs315,19862375,8,21.10.2010 00:00,Fabrice Caudron,Mutation of Ser172 in Yeast β Tubulin Induces Defects in Microtubule Dynamics and Cell Division,10.1371/journal.pone.0013553
rs316,19862716,8,16.02.2007 00:00,Roger W Kramer,Yeast Functional Genomic Screens Lead to Identification of a Role for a Bacterial Effector in Innate Immunity Regulation,10.1371/journal.ppat.0030021
rs3200218,19868351,8,02.12.2009 00:00,Lei Zhang,Family-Based Bivariate Association Tests for Quantitative Traits,10.1371/journal.pone.0008133
rs3200218,19868351,8,04.08.2009 00:00,Lei Zhang,Univariate/Multivariate Genome-Wide Association Scans Using Data from Families and Unrelated Samples,10.1371/journal.pone.0006502
rs1001793,22956894,8,21.07.2011 00:00,Carlos López-Gómez,TRAIL/TRAIL Receptor System and Susceptibility to Multiple Sclerosis,10.1371/journal.pone.0021766
rs1001792,22957147,8,21.07.2011 00:00,Carlos López-Gómez,TRAIL/TRAIL Receptor System and Susceptibility to Multiple Sclerosis,10.1371/journal.pone.0021766
rs1731274,23822264,8,29.07.2010 00:00,Daniel F Gudbjartsson,Association of Variants at UMOD with Chronic Kidney Disease and Kidney Stones—Role of Age and Comorbid Diseases,10.1371/journal.pgen.1001039
rs442387,3226119,16,28.09.2009 00:00,Alexandra-Chloé Villani,Genetic Variation in the Familial Mediterranean Fever Gene (MEFV) and Risk for Crohn's Disease and Ulcerative Colitis,10.1371/journal.pone.0007154
rs61732874,3233258,16,30.12.2009 00:00,Jinong Feng,Missense Mutations in the MEFV Gene Are Associated with Fibromyalgia Syndrome and Correlate with Elevated IL-1β Plasma Levels,10.1371/journal.pone.0008480
rs2230739,3973437,16,01.04.2010 00:00,Sarah Auburn,Further Evidence Supporting a Role for Gs Signal Transduction in Severe Malaria Pathogenesis,10.1371/journal.pone.0010017
rs17569693,9987686,16,18.08.2011 00:00,Taye H Hamza,Genome-Wide Gene-Environment Study Identifies Glutamate Receptor Gene GRIN2A as a Parkinson's Disease Modifier Gene via Interaction with Coffee,10.1371/journal.pgen.1002237
rs3087456,10878403,16,20.12.2006 00:00,Eero Lindholm,Polymorphism in the MHC2TA Gene Is Associated with Features of the Metabolic Syndrome and Cardiovascular Mortality,10.1371/journal.pone.0000064
rs1799722,95740892,14,15.09.2010 00:00,John P Bentley,"Cardiovascular Risk Associated with Interactions among Polymorphisms in Genes from the Renin-Angiotensin, Bradykinin, and Fibrinolytic Systems",10.1371/journal.pone.0012757
rs1802710,100270398,14,17.06.2010 00:00,Masayo Kagami,The IG-DMR and the MEG3-DMR at Human Chromosome 14q32.2: Hierarchical Interaction and Distinct Functional Properties as Imprinting Control Centers,10.1371/journal.pgen.1000992
rs307377,1259417,1,21.08.2009 00:00,Noriatsu Shigemura,Genetic and Molecular Basis of Individual Differences in Human Umami Taste Perception,10.1371/journal.pone.0006717
rs2843159,2225532,1,02.12.2005 00:00,Alexandre R Vieira,Medical Sequencing of Candidate Genes for Nonsyndromic Cleft Lip and Palate,10.1371/journal.pgen.0010064
rs228682,7778933,1,29.04.2011 00:00,María E Sáez,Association Analysis of Urotensin II Gene (UTS2) and Flanking Regions with Biochemical Parameters Related to Insulin Resistance,10.1371/journal.pone.0019327
rs10462021,7819720,1,13.04.2011 00:00,Karen L Gamble,Shift Work in Nurses: Contribution of Phenotypes and Genotypes to Adaptation,10.1371/journal.pone.0018395
rs17368528,9246800,1,12.08.2011 00:00,Thahira J Rahman,Genotype at the P554L Variant of the Hexose-6 Phosphate Dehydrogenase Gene Is Associated with Carotid Intima-Medial Thickness,10.1371/journal.pone.0023248
rs12059717,10966072,1,11.06.2008 00:00,Rita J Guerreiro,TDP-43 Is Not a Common Cause of Sporadic Amyotrophic Lateral Sclerosis,10.1371/journal.pone.0002450
rs1537516,11770448,1,12.07.2011 00:00,Nicole Stone,Bioinformatic and Genetic Association Analysis of MicroRNA Target Sites in One-Carbon Metabolism Genes,10.1371/journal.pone.0021851
rs1801131,11777063,1,14.10.2011 00:00,Song Yao,Common Genetic Variants Are Associated with Accelerated Bone Mineral Density Loss after Hematopoietic Cell Transplantation,10.1371/journal.pone.0025940
rs1801131,11777063,1,06.08.2009 00:00,Celia Ravel,Lack of Association between Genetic Polymorphisms in Enzymes Associated with Folate Metabolism and Unexplained Reduced Sperm Counts,10.1371/journal.pone.0006540
rs1801133,11778965,1,31.01.2011 00:00,Lori D Hill,Epistasis between COMT and MTHFR in Maternal-Fetal Dyads Increases Risk for Preeclampsia,10.1371/journal.pone.0016681
rs1801133,11778965,1,16.08.2010 00:00,Angela M Devlin,Prenatal Exposure to Maternal Depressed Mood and the MTHFR C677T Variant Affect SLC6A4 Methylation in Infants at Birth,10.1371/journal.pone.0012201
rs1801133,11778965,1,28.09.2011 00:00,Joshua L Roffman,"A Hypomethylating Variant of MTHFR, 677C&gt;T, Blunts the Neural Response to Errors in Patients with Schizophrenia and Healthy Individuals",10.1371/journal.pone.0025253
